year,player,team,games,points,assists,blocks,rebounds
2000,Chris Whitney,Washington Wizards,82,642,313,5,134
2000,Aaron Williams,Washington Wizards,81,616,58,92,409
2000,Alvin Williams,Toronto Raptors,55,292,126,11,85
2000,Eric Williams,Boston Celtics,68,489,93,16,156
2000,Jason Williams,Sacramento Kings,81,999,589,8,230
2000,Jerome Williams,Detroit Pistons,82,689,68,21,789
2000,Lorenzo Williams,Washington Wizards,8,14,1,6,25
2000,Monty Williams,Orlando Magic,75,651,106,17,250
2000,Scott Williams,Milwaukee Bucks,68,520,28,66,448
2000,Shammond Williams,Seattle Supersonics,43,225,78,0,52
2000,Walt Williams,Houston Rockets,76,827,157,44,306
2000,Corliss Williamson,Sacramento Kings,76,785,82,19,290
2000,Kevin Willis,Toronto Raptors,79,604,49,48,482
2000,Dedric Willoughby,Chicago Bulls,25,190,66,2,51
2000,David Wingate,New York Knicks,7,2,3,2,2
2000,Haywoode Workman,Milwaukee Bucks,23,66,44,0,17
2000,Haywoode Workman,Toronto Raptors,13,20,17,0,9
2000,Metta World,Chicago Bulls,72,866,202,39,308
2000,Lorenzen Wright,Atlanta Hawks,75,448,21,40,305
2000,Tim Young,Golden State Warriors,25,54,5,1,35
2001,Mahmoud Abdul-Rauf,Vancouver Grizzlies,41,266,76,1,25
2001,Tariq Abdul-Wahad,Denver Nuggets,29,111,22,13,59
2001,Shareef Abdur-Rahim,Vancouver Grizzlies,81,1663,250,77,735
2001,Cory Alexander,Orlando Magic,26,52,36,0,25
2001,Courtney Alexander,Dallas Mavericks,38,160,21,3,63
2001,Courtney Alexander,Washington Wizards,27,458,41,2,80
2001,Ray Allen,Milwaukee Bucks,82,1806,374,20,428
2001,Rafer Alston,Milwaukee Bucks,37,77,68,0,31
2001,John Amaechi,Orlando Magic,82,650,74,29,268
2001,Derek Anderson,San Antonio Spurs,82,1269,301,14,363
2001,Kenny Anderson,Boston Celtics,33,246,134,2,73
2001,Nick Anderson,Sacramento Kings,21,38,13,4,25
2001,Shandon Anderson,Houston Rockets,82,710,189,40,333
2001,Greg Anthony,Portland Trail Blazers,58,282,82,3,61
2001,Darrell Armstrong,Orlando Magic,75,1189,524,13,343
2001,Chucky Atkins,Detroit Pistons,81,971,330,5,173
2001,Stacey Augmon,Portland Trail Blazers,66,311,98,21,159
2001,Isaac Austin,Vancouver Grizzlies,52,226,58,23,222
2001,William Avery,Minnesota Timberwolves,55,154,75,4,29
2001,Dalibor Bagaric,Chicago Bulls,35,47,10,16,56
2001,Vin Baker,Seattle Supersonics,76,927,90,73,430
2001,Erick Barkley,Portland Trail Blazers,8,19,6,0,3
2001,Dana Barros,Detroit Pistons,60,478,110,2,94
2001,Brent Barry,Seattle Supersonics,67,589,225,14,211
2001,Jon Barry,Sacramento Kings,62,316,130,6,94
2001,Tony Battie,Boston Celtics,40,260,16,60,233
2001,Raja Bell,Philadelphia 76ers,5,5,0,0,1
2001,Jonathan Bender,Indiana Pacers,59,193,32,28,74
2001,Corey Benjamin,Chicago Bulls,65,307,69,16,100
2001,David Benoit,Utah Jazz,49,178,22,6,81
2001,Travis Best,Indiana Pacers,77,918,473,11,222
2001,Mike Bibby,Vancouver Grizzlies,82,1301,685,12,304
2001,Chauncey Billups,Minnesota Timberwolves,77,713,260,11,158
2001,Mookie Blaylock,Golden State Warriors,69,760,462,20,272
2001,Corie Blount,Phoenix Suns,30,54,8,5,85
2001,Corie Blount,Golden State Warriors,38,259,51,17,315
2001,Mark Blount,Boston Celtics,64,248,32,76,231
2001,Muggsy Bogues,Toronto Raptors,3,0,5,0,3
2001,Etdrick Bohannon,Cleveland Cavaliers,6,8,0,2,7
2001,Calvin Booth,Washington Wizards,40,181,23,81,174
2001,Calvin Booth,Dallas Mavericks,15,112,19,30,72
2001,Cal Bowdler,Atlanta Hawks,44,140,4,21,77
2001,Bruce Bowen,Miami Heat,82,623,132,53,245
2001,Ryan Bowen,Denver Nuggets,57,191,30,12,113
2001,Ira Bowman,Atlanta Hawks,3,0,7,0,2
2001,Earl Boykins,Los Angeles Clippers,10,65,32,0,11
2001,Shawn Bradley,Dallas Mavericks,82,579,38,228,608
2001,Elton Brand,Chicago Bulls,74,1490,240,118,746
2001,Terrell Brandon,Minnesota Timberwolves,78,1250,583,21,298
2001,Chucky Brown,Golden State Warriors,6,24,5,1,18
2001,Chucky Brown,Cleveland Cavaliers,20,78,6,6,36
2001,Dee Brown,Orlando Magic,7,48,12,0,11
2001,P.J. Brown,Chicago Hustle,80,676,127,92,742
2001,Randy Brown,Boston Celtics,54,223,154,10,99
2001,Rick Brunson,Boston Celtics,7,26,24,1,9
2001,Rick Brunson,New York Knicks,15,20,7,0,12
2001,Kobe Bryant,Los Angeles Lakers,68,1938,338,43,399
2001,Mark Bryant,Dallas Mavericks,18,19,3,2,21
2001,Greg Buckner,Dallas Mavericks,37,229,49,9,157
2001,Jud Buechler,Detroit Pistons,57,193,39,10,94
2001,Rodney Buford,Philadelphia 76ers,47,248,17,6,74
2001,Matt Bullard,Houston Rockets,61,354,42,9,130
2001,Scott Burrell,Chicago Hustle,4,17,1,0,3
2001,Jason Caffey,Milwaukee Bucks,70,500,53,25,353
2001,Marcus Camby,New York Knicks,63,759,52,136,723
2001,Elden Campbell,Chicago Hustle,78,1022,104,140,608
2001,Brian Cardinal,Detroit Pistons,15,31,3,2,23
2001,Chris Carr,Boston Celtics,35,169,11,3,44
2001,Anthony Carter,Miami Heat,72,461,268,10,180
2001,Vince Carter,Toronto Raptors,75,2070,291,82,416
2001,Sam Cassell,Milwaukee Bucks,76,1381,580,8,290
2001,Kelvin Cato,Houston Rockets,35,165,11,31,141
2001,Duane Causwell,Miami Heat,31,76,5,18,83
2001,Cedric Ceballos,Detroit Pistons,13,75,7,3,26
2001,Cedric Ceballos,Miami Heat,27,186,13,4,80
2001,Calbert Cheaney,Denver Nuggets,9,21,9,2,20
2001,Chris Childs,New York Knicks,51,245,236,7,138
2001,Chris Childs,Toronto Raptors,26,117,119,8,64
2001,Doug Christie,Sacramento Kings,81,996,289,45,355
2001,Keon Clark,Denver Nuggets,35,227,34,44,186
2001,Keon Clark,Toronto Raptors,46,413,38,110,248
2001,Mateen Cleaves,Detroit Pistons,78,422,207,1,132
2001,John Coker,Golden State Warriors,6,2,2,0,5
2001,Derrick Coleman,Chicago Hustle,34,277,39,21,184
2001,Bimbo Coles,Cleveland Cavaliers,47,232,138,6,48
2001,Jason Collier,Houston Rockets,23,71,6,3,37
2001,Sean Colson,Atlanta Hawks,3,0,3,0,3
2001,Sean Colson,Houston Rockets,10,15,7,0,3
2001,Tyrone Corbin,Toronto Raptors,15,20,4,0,13
2001,Chris Crawford,Atlanta Hawks,47,318,37,16,110
2001,Jamal Crawford,Chicago Bulls,61,282,141,14,89
2001,Austin Croshere,Indiana Pacers,81,822,92,50,387
2001,John Crotty,Utah Jazz,31,65,34,0,28
2001,Vonteego Cummings,Golden State Warriors,66,483,227,14,137
2001,Bill Curley,Dallas Mavericks,5,3,0,1,0
2001,Bill Curley,Golden State Warriors,15,60,3,8,37
2001,Dell Curry,Toronto Raptors,71,429,75,8,85
2001,Michael Curry,Detroit Pistons,68,356,132,3,121
2001,Erick Dampier,Golden State Warriors,43,319,59,58,250
2001,Antonio Daniels,San Antonio Spurs,79,745,304,14,163
2001,Kornel David,Toronto Raptors,17,42,4,3,33
2001,Kornel David,Detroit Pistons,10,20,3,1,19
2001,Antonio Davis,Toronto Raptors,78,1069,106,151,787
2001,Baron Davis,Chicago Hustle,82,1131,598,36,408
2001,Dale Davis,Portland Trail Blazers,81,580,103,76,606
2001,Emanual Davis,Seattle Supersonics,62,361,137,12,154
2001,Hubert Davis,Dallas Mavericks,51,371,61,1,109
2001,Hubert Davis,Washington Wizards,15,153,49,0,30
2001,Ricky Davis,Miami Heat,7,32,11,2,7
2001,Terry Davis,Denver Nuggets,19,33,7,1,53
2001,Todd Day,Minnesota Timberwolves,31,132,28,7,37
2001,Andrew DeClercq,Orlando Magic,67,261,32,33,236
2001,Vinny Del,Golden State Warriors,29,77,62,0,31
2001,Vinny Del,Phoenix Suns,36,177,64,3,51
2001,Tony Delk,Phoenix Suns,82,1005,160,17,261
2001,Derrick Dial,San Antonio Spurs,33,86,21,6,38
2001,Michael Dickerson,Vancouver Grizzlies,70,1142,233,27,229
2001,Vlade Divac,Sacramento Kings,81,974,231,93,673
2001,Michael Doleac,Orlando Magic,77,490,65,41,273
2001,Keyon Dooling,Los Angeles Clippers,76,449,177,11,89
2001,Sherman Douglas,New Jersey Nets,59,338,144,4,74
2001,Bryce Drew,Chicago Bulls,48,302,185,3,69
2001,Chris Dudley,Phoenix Suns,53,72,18,29,183
2001,Tim Duncan,San Antonio Spurs,82,1820,245,192,997
2001,Tyus Edney,Indiana Pacers,24,106,54,0,24
2001,Kevin Edwards,Vancouver Grizzlies,46,160,52,8,82
2001,Howard Eisley,Dallas Mavericks,82,741,295,12,197
2001,Obinna Ekezie,Washington Wizards,29,101,9,5,76
2001,Obinna Ekezie,Dallas Mavericks,4,0,0,0,2
2001,Khalid El-Amin,Chicago Bulls,50,314,145,2,81
2001,Mario Elie,Phoenix Suns,68,299,131,12,155
2001,Sean Elliott,San Antonio Spurs,52,409,81,25,170
2001,LaPhonso Ellis,Minnesota Timberwolves,82,772,93,74,494
2001,Pervis Ellison,Seattle Supersonics,9,6,3,2,12
2001,Evan Eschmeyer,New Jersey Nets,74,251,40,58,366
2001,Patrick Ewing,Seattle Supersonics,79,760,92,91,585
2001,Jamie Feick,New Jersey Nets,6,22,5,3,56
2001,Danny Ferry,San Antonio Spurs,80,448,71,21,223
2001,Michael Finley,Dallas Mavericks,82,1765,360,32,425
2001,Derek Fisher,Los Angeles Lakers,20,229,87,2,59
2001,Marcus Fizer,Chicago Bulls,72,683,76,19,313
2001,Danny Fortson,Golden State Warriors,6,100,5,0,98
2001,Greg Foster,Los Angeles Lakers,62,125,32,12,112
2001,Jeff Foster,Indiana Pacers,71,249,33,28,389
2001,Rick Fox,Los Angeles Lakers,82,787,262,29,325
2001,Adonal Foyle,Golden State Warriors,58,342,48,156,405
2001,Steve Francis,Houston Rockets,80,1591,517,31,553
2001,Todd Fuller,Miami Heat,10,28,1,2,18
2001,Lawrence Funderburke,Sacramento Kings,59,288,17,13,196
2001,Ruben Garces,Phoenix Suns,10,16,4,1,22
2001,Ruben Garces,Golden State Warriors,3,0,1,1,7
2001,Chris Garner,Golden State Warriors,8,19,18,1,12
2001,Kevin Garnett,Minnesota Timberwolves,81,1784,401,145,921
2001,Dean Garrett,Minnesota Timberwolves,70,177,24,49,217
2001,Pat Garrity,Orlando Magic,76,628,51,15,210
2001,Chris Gatling,Cleveland Cavaliers,74,842,61,27,391
2001,Matt Geiger,Philadelphia 76ers,35,213,14,8,139
2001,Devean George,Los Angeles Lakers,59,182,19,15,110
2001,Eddie Gill,New Jersey Nets,8,39,24,1,9
2001,Kendall Gill,New Jersey Nets,31,283,87,7,131
2001,Dion Glover,Atlanta Hawks,57,338,69,10,131
2001,Anthony Goldwire,Denver Nuggets,20,82,34,0,12
2001,Steve Goodrich,Chicago Bulls,12,19,6,1,21
2001,Brian Grant,Miami Heat,82,1250,101,71,718
2001,Gary Grant,Portland Trail Blazers,4,10,1,0,0
2001,Horace Grant,Los Angeles Lakers,77,657,121,61,545
2001,A.C. Green,Miami Heat,82,367,39,8,313
2001,Adrian Griffin,Boston Celtics,44,93,27,5,87
2001,Tom Gugliotta,Phoenix Suns,57,362,55,21,255
2001,A.J. Guyton,Chicago Bulls,33,198,64,5,36
2001,Darvin Ham,Milwaukee Bucks,29,109,25,21,121
2001,Richard Hamilton,Washington Wizards,78,1411,224,10,238
2001,Zendon Hamilton,Los Angeles Clippers,3,9,0,0,8
2001,Tom Hammonds,Minnesota Timberwolves,7,7,1,0,4
2001,Anfernee Hardaway,Phoenix Suns,4,39,15,1,18
2001,Tim Hardaway,Miami Heat,77,1150,483,6,204
2001,Ron Harper,Los Angeles Lakers,47,307,113,25,166
2001,Matt Harpring,Cleveland Cavaliers,56,623,102,17,242
2001,Al Harrington,Indiana Pacers,78,586,130,18,381
2001,Othella Harrington,Vancouver Grizzlies,44,480,36,26,289
2001,Othella Harrington,New York Knicks,30,185,20,19,99
2001,Lucious Harris,New Jersey Nets,73,683,135,16,288
2001,Jason Hart,Milwaukee Bucks,1,2,1,0,0
2001,Antonio Harvey,Portland Trail Blazers,12,31,4,6,14
2001,Donnell Harvey,Dallas Mavericks,18,22,2,1,20
2001,Hersey Hawkins,Chicago Hustle,59,183,72,9,80
2001,Michael Hawkins,Cleveland Cavaliers,10,8,13,0,5
2001,Alan Henderson,Atlanta Hawks,73,769,50,29,406
2001,Cedric Henderson,Cleveland Cavaliers,55,235,79,23,90
2001,Chris Herren,Boston Celtics,25,83,56,0,21
2001,Grant Hill,Orlando Magic,4,55,25,2,25
2001,Tyrone Hill,Philadelphia 76ers,76,728,48,27,687
2001,Fred Hoiberg,Chicago Bulls,74,673,263,12,308
2001,Robert Horry,Los Angeles Lakers,79,407,128,54,296
2001,Eddie House,Miami Heat,50,251,52,0,42
2001,Allan Houston,New York Knicks,78,1459,173,10,283
2001,Juwan Howard,Washington Wizards,54,981,154,21,379
2001,Juwan Howard,Dallas Mavericks,27,481,70,16,193
2001,Troy Hudson,Orlando Magic,75,357,162,3,105
2001,Larry Hughes,Golden State Warriors,50,823,223,29,276
2001,Lindsey Hunter,Milwaukee Bucks,82,825,222,12,169
2001,Zydrunas Ilgauskas,Cleveland Cavaliers,24,281,18,37,160
2001,Allen Iverson,Philadelphia 76ers,71,2207,325,20,273
2001,Bobby Jackson,Sacramento Kings,79,566,161,7,246
2001,Jaren Jackson,San Antonio Spurs,16,39,7,0,12
2001,Jim Jackson,Atlanta Hawks,17,243,50,4,79
2001,Jim Jackson,Cleveland Cavaliers,39,400,113,6,145
2001,Marc Jackson,Golden State Warriors,48,633,59,27,361
2001,Mark Jackson,Toronto Raptors,54,461,498,7,185
2001,Mark Jackson,New York Knicks,29,170,163,0,120
2001,Stephen Jackson,New Jersey Nets,77,635,140,14,208
2001,Sam Jacobson,Minnesota Timberwolves,14,20,4,0,6
2001,Tim James,Chicago Hustle,30,45,8,5,35
2001,Antawn Jamison,Golden State Warriors,82,2044,164,28,715
2001,Anthony Johnson,Atlanta Hawks,25,64,34,5,23
2001,Anthony Johnson,Cleveland Cavaliers,28,66,44,1,21
2001,Avery Johnson,San Antonio Spurs,55,310,237,4,85
2001,DerMarr Johnson,Atlanta Hawks,78,397,64,30,178
2001,Ervin Johnson,Milwaukee Bucks,82,266,40,97,613
2001,Larry Johnson,New York Knicks,65,645,127,29,363
2001,Damon Jones,Vancouver Grizzlies,71,461,224,1,124
2001,Eddie Jones,Miami Heat,63,1094,171,58,292
2001,Jumaine Jones,Philadelphia 76ers,65,304,32,15,189
2001,Popeye Jones,Washington Wizards,45,162,31,8,220
2001,Garth Joseph,Toronto Raptors,2,2,1,0,2
2001,Garth Joseph,Denver Nuggets,2,0,0,1,0
2001,Adam Keefe,Golden State Warriors,67,168,36,20,209
2001,Shawn Kemp,Portland Trail Blazers,68,441,65,23,259
2001,Steve Kerr,San Antonio Spurs,55,181,57,1,35
2001,Jerome Kersey,Milwaukee Bucks,22,72,15,8,45
2001,Lari Ketner,Indiana Pacers,3,0,1,0,0
2001,Jason Kidd,Phoenix Suns,77,1299,753,23,494
2001,Gerard King,Washington Wizards,45,216,31,11,129
2001,Brevin Knight,Cleveland Cavaliers,6,9,25,1,7
2001,Brevin Knight,Atlanta Hawks,47,324,286,3,161
2001,Travis Knight,New York Knicks,45,29,5,11,53
2001,Toni Kukoc,Philadelphia 76ers,48,386,93,6,162
2001,Toni Kukoc,Atlanta Hawks,17,335,106,5,97
2001,Christian Laettner,Dallas Mavericks,53,398,67,27,212
2001,Christian Laettner,Washington Wizards,25,330,57,19,153
2001,Raef LaFrentz,Denver Nuggets,78,1008,107,206,607
2001,Trajan Langdon,Cleveland Cavaliers,65,389,81,9,89
2001,Dan Langhi,Houston Rockets,33,90,4,1,41
2001,Voshon Lenard,Denver Nuggets,80,972,190,18,231
2001,Quincy Lewis,Utah Jazz,35,124,18,10,47
2001,Rashard Lewis,Seattle Supersonics,78,1151,125,45,541
2001,Randy Livingston,Golden State Warriors,2,0,1,0,1
2001,Art Long,Sacramento Kings,9,0,1,3,8
2001,Grant Long,Vancouver Grizzlies,66,396,83,15,274
2001,Luc Longley,New York Knicks,25,49,7,9,66
2001,Felipe Lopez,Washington Wizards,47,380,73,18,160
2001,Felipe Lopez,Minnesota Timberwolves,23,170,34,12,74
2001,Tyronn Lue,Los Angeles Lakers,38,130,45,0,32
2001,George Lynch,Philadelphia 76ers,82,686,139,30,590
2001,Todd MacCulloch,Philadelphia 76ers,63,260,10,19,168
2001,Don MacLean,Miami Heat,8,31,4,1,18
2001,Mark Madsen,Los Angeles Lakers,70,137,24,8,152
2001,Corey Maggette,Los Angeles Clippers,69,690,82,9,291
2001,Jamaal Magloire,Chicago Hustle,74,339,27,78,295
2001,Dan Majerle,Miami Heat,53,267,88,15,166
2001,Karl Malone,Utah Jazz,81,1878,361,62,669
2001,Matt Maloney,Atlanta Hawks,55,369,154,5,117
2001,Danny Manning,Utah Jazz,82,603,92,29,214
2001,Stephon Marbury,New Jersey Nets,67,1598,506,5,205
2001,Shawn Marion,Phoenix Suns,79,1369,160,108,848
2001,Donyell Marshall,Utah Jazz,81,1100,133,78,566
2001,Darrick Martin,Sacramento Kings,31,103,14,0,16
2001,Kenyon Martin,New Jersey Nets,68,814,131,113,502
2001,Jamal Mashburn,Chicago Hustle,76,1528,411,13,576
2001,Anthony Mason,Miami Heat,80,1290,248,25,770
2001,Desmond Mason,Seattle Supersonics,78,463,63,20,249
2001,Tony Massenburg,Vancouver Grizzlies,52,233,9,28,210
2001,Vernon Maxwell,Philadelphia 76ers,24,120,29,0,37
2001,Vernon Maxwell,Dallas Mavericks,19,81,20,3,29
2001,Walter McCarty,Boston Celtics,60,131,39,7,81
2001,Dan McClintock,Denver Nuggets,6,18,1,2,17
2001,George McCloud,Denver Nuggets,76,729,279,27,224
2001,Jelani McCoy,Seattle Supersonics,70,317,57,49,251
2001,Antonio McDyess,Denver Nuggets,70,1458,146,102,845
2001,Tracy McGrady,Orlando Magic,77,2065,352,118,580
2001,Jim McIlvaine,New Jersey Nets,18,28,4,15,35
2001,Jeff McInnis,Los Angeles Clippers,81,1046,447,7,220
2001,Derrick McKey,Indiana Pacers,66,145,74,13,176
2001,Aaron McKie,Philadelphia 76ers,76,878,377,8,311
2001,Roshown McLeod,Atlanta Hawks,34,335,58,8,118
2001,Roshown McLeod,Philadelphia 76ers,1,2,0,0,2
2001,Paul McPherson,Phoenix Suns,33,112,16,3,48
2001,Paul McPherson,Golden State Warriors,22,150,22,1,31
2001,Stanislav Medvedenko,Los Angeles Lakers,7,32,2,1,9
2001,Ron Mercer,Chicago Bulls,61,1202,201,27,236
2001,Chris Mihm,Cleveland Cavaliers,59,446,16,53,280
2001,Darius Miles,Los Angeles Clippers,81,761,99,125,477
2001,Andre Miller,Cleveland Cavaliers,82,1296,657,28,360
2001,Anthony Miller,Atlanta Hawks,2,2,0,0,2
2001,Anthony Miller,Houston Rockets,1,0,0,0,0
2001,Anthony Miller,Philadelphia 76ers,1,0,0,0,0
2001,Brad Miller,Chicago Bulls,57,505,107,38,419
2001,Mike Miller,Orlando Magic,82,975,140,19,327
2001,Reggie Miller,Indiana Pacers,81,1527,260,15,285
2001,Chris Mills,Golden State Warriors,15,180,18,5,93
2001,Terry Mills,Indiana Pacers,14,25,5,1,21
2001,Sam Mitchell,Minnesota Timberwolves,82,285,57,10,123
2001,Cuttino Mobley,Houston Rockets,79,1538,195,26,397
2001,Nazr Mohammed,Philadelphia 76ers,30,96,2,7,55
2001,Nazr Mohammed,Atlanta Hawks,28,345,17,28,252
2001,Jerome Moiso,Boston Celtics,24,35,3,4,42
2001,Eric Montross,Detroit Pistons,42,107,15,23,144
2001,Eric Montross,Toronto Raptors,12,13,4,3,29
2001,Mikki Moore,Detroit Pistons,81,359,33,61,316
2001,Hanno Mottola,Atlanta Hawks,73,319,25,9,174
2001,Alonzo Mourning,Miami Heat,13,177,12,31,101
2001,Chris Mullin,Golden State Warriors,20,115,19,10,41
2001,Lamond Murray,Cleveland Cavaliers,78,998,124,27,340
2001,Tracy Murray,Denver Nuggets,13,50,9,1,22
2001,Tracy Murray,Toronto Raptors,38,207,14,6,59
2001,Dikembe Mutombo,Atlanta Hawks,49,445,54,137,693
2001,Dikembe Mutombo,Philadelphia 76ers,26,304,22,66,322
2001,Mamadou N'Diaye,Toronto Raptors,3,4,0,0,2
2001,Lee Nailon,Chicago Hustle,42,164,24,5,92
2001,Eduardo Najera,Dallas Mavericks,40,131,27,8,95
2001,Steve Nash,Dallas Mavericks,70,1092,509,5,223
2001,Tyrone Nesby,Los Angeles Clippers,14,108,11,4,42
2001,Tyrone Nesby,Washington Wizards,48,404,65,16,131
2001,Rasho Nesterovic,Minnesota Timberwolves,73,328,45,63,286
2001,Ira Newble,San Antonio Spurs,27,54,6,4,35
2001,Johnny Newman,New Jersey Nets,82,895,115,10,176
2001,Moochie Norris,Houston Rockets,82,544,283,2,198
2001,Dirk Nowitzki,Dallas Mavericks,82,1784,173,101,754
2001,Jermaine O'Neal,Indiana Pacers,81,1041,98,228,794
2001,Shaquille O'Neal,Los Angeles Lakers,74,2125,277,204,940
2001,Charles Oakley,Toronto Raptors,78,748,264,48,741
2001,Lamar Odom,Los Angeles Clippers,76,1304,392,122,592
2001,Hakeem Olajuwon,Houston Rockets,58,689,72,88,431
2001,Kevin Ollie,New Jersey Nets,19,22,25,0,23
2001,Kevin Ollie,Philadelphia 76ers,51,194,121,1,72
2001,Michael Olowokandi,Los Angeles Clippers,82,701,46,108,525
2001,Greg Ostertag,Utah Jazz,81,363,22,142,415
2001,Bo Outlaw,Orlando Magic,80,582,225,137,619
2001,Doug Overton,Boston Celtics,7,38,19,0,15
2001,Doug Overton,Chicago Hustle,2,4,0,0,0
2001,Doug Overton,New Jersey Nets,12,83,53,0,24
2001,Billy Owens,Detroit Pistons,45,198,55,12,205
2001,Olumide Oyedeji,Seattle Supersonics,30,45,2,10,67
2001,Robert Pack,Denver Nuggets,74,479,293,1,137
2001,Scott Padgett,Utah Jazz,27,56,5,3,39
2001,Milt Palacio,Boston Celtics,58,342,151,0,102
2001,Andy Panko,Atlanta Hawks,1,0,0,0,0
2001,Cherokee Parks,Washington Wizards,13,48,7,11,40
2001,Cherokee Parks,Los Angeles Clippers,52,251,39,25,189
2001,Ruben Patterson,Seattle Supersonics,76,988,161,45,382
2001,Gary Payton,Seattle Supersonics,79,1823,642,26,361
2001,Anthony Peeler,Minnesota Timberwolves,75,791,192,18,192
2001,Mike Penberthy,Los Angeles Lakers,53,267,71,2,63
2001,Will Perdue,Portland Trail Blazers,13,14,2,2,18
2001,Sam Perkins,Indiana Pacers,64,242,41,18,168
2001,Elliot Perry,Orlando Magic,6,10,5,0,4
2001,Elliot Perry,Phoenix Suns,43,137,74,1,42
2001,Wesley Person,Cleveland Cavaliers,44,314,64,11,130
2001,Morris Peterson,Toronto Raptors,80,747,105,20,259
2001,Eric Piatkowski,Los Angeles Clippers,81,860,96,19,241
2001,Paul Pierce,Boston Celtics,82,2071,253,69,522
2001,Scottie Pippen,Portland Trail Blazers,64,721,294,35,333
2001,Scot Pollard,Sacramento Kings,77,498,47,97,465
2001,Olden Polynice,Utah Jazz,81,429,31,77,378
2001,Mark Pope,Milwaukee Bucks,63,151,38,26,147
2001,Chris Porter,Golden State Warriors,51,440,61,6,189
2001,Terry Porter,San Antonio Spurs,80,573,251,11,201
2001,James Posey,Denver Nuggets,82,666,163,40,431
2001,Lavor Postell,New York Knicks,26,59,5,2,25
2001,Vitaly Potapenko,Boston Celtics,82,611,64,23,495
2001,Brent Price,Vancouver Grizzlies,6,13,5,0,4
2001,Laron Profit,Washington Wizards,35,152,89,11,64
2001,Joel Przybilla,Milwaukee Bucks,33,27,2,30,71
2001,Theo Ratliff,Philadelphia 76ers,50,621,58,187,413
2001,Eldridge Recasner,Chicago Hustle,43,103,39,1,50
2001,Michael Redd,Milwaukee Bucks,6,13,1,0,4
2001,Bryant Reeves,Vancouver Grizzlies,75,622,80,54,452
2001,Don Reid,Orlando Magic,65,210,21,54,242
2001,J.R. Reid,Cleveland Cavaliers,6,10,1,1,8
2001,Glen Rice,New York Knicks,75,899,89,13,307
2001,Quentin Richardson,Los Angeles Clippers,76,613,62,7,257
2001,Mitch Richmond,Washington Wizards,37,598,111,7,109
2001,Isaiah Rider,Los Angeles Lakers,67,507,111,7,156
2001,Terrance Roberson,Chicago Hustle,3,0,1,0,1
2001,Clifford Robinson,Phoenix Suns,82,1345,237,82,334
2001,David Robinson,San Antonio Spurs,80,1151,116,197,691
2001,Eddie Robinson,Chicago Hustle,67,498,59,32,198
2001,Glenn Robinson,Milwaukee Bucks,76,1674,252,62,526
2001,Jamal Robinson,Miami Heat,6,6,2,0,11
2001,James Robinson,Orlando Magic,6,10,0,1,8
2001,Larry Robinson,Cleveland Cavaliers,1,0,0,0,0
2001,Larry Robinson,Atlanta Hawks,33,199,36,2,87
2001,Carlos Rogers,Houston Rockets,39,179,9,18,139
2001,Rodney Rogers,Phoenix Suns,82,998,180,47,359
2001,Sean Rooks,Los Angeles Clippers,82,446,77,64,303
2001,Jalen Rose,Indiana Pacers,72,1478,435,43,359
2001,Malik Rose,San Antonio Spurs,57,437,48,40,308
2001,Michael Ruffin,Chicago Bulls,45,119,39,38,262
2001,Bryon Russell,Utah Jazz,78,933,160,20,330
2001,Arvydas Sabonis,Portland Trail Blazers,61,616,91,62,331
2001,Soumaila Samake,New Jersey Nets,34,46,1,14,53
2001,Pepe Sanchez,Atlanta Hawks,5,0,5,0,1
2001,Pepe Sanchez,Philadelphia 76ers,24,20,36,1,14
2001,Daniel Santiago,Phoenix Suns,54,170,11,21,102
2001,Detlef Schrempf,Portland Trail Blazers,26,104,44,3,78
